"Name","Number","Version","Owner","Function","Sub-function","Functional organization","Infineon location","Container","Release date","Follow-up date","Document Type","Domain","Reviewed by","Approved by","Language","Legacy document number"
"OJTI PM for Loadboard Procedure. (Skill Level 5)(TWI)","Z8F46861687","L.9","cahutay","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-04-20T08:37:59+05:30","2028-04-20T08:37:59+05:30","Production: Procedure","Production Document","Huang Niam Cheong (BE SIN FM ESH)","Ngu Linus (BE SIN OP E T)","English","A5D00050732"
"OJTI for Final Test Equipment Safe Release (ESR). (Skill Level 3)(TWI)","Z8F46860644","H.6","seekuoki","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-04-28T14:28:22+05:30","2028-04-28T14:28:22+05:30","Production: Procedure","Production Document","Leow Siok Hua (BE QM MP SIN QE)","Myint Tun Linn (BE SIN OP APE UP)","English","A5D00007218"
"OJTI on Preventive Maintenance for JHT 9832 PRO Handler. (Skill Level 5)","Z8F80921605","A.5","visvanag","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-04-17T07:57:43+05:30","2028-04-17T07:57:43+05:30","Production: Procedure","Production Document","Xie Bo (BE SIN OP E TH), Huang Niam Cheong (BE SIN FM ESH)","Xie Bo (BE SIN OP E TH)","English",""
"OJTI for Line Maintenance LTX Fusion CX Tester.(Skill Level 4)(TWI)","Z8F46861649","G.5","hortizue","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-05-21T02:39:50+05:30","2028-05-21T02:39:50+05:30","Production: Procedure","Production Document","Leow Siok Hua (BE QM MP SIN QE), Ker Derick (BE SIN TM P FT T), Huang Niam Cheong (BE SIN FM ESH)","Mohammad Pervez So Mohommad Haron (BE SIN TE BM)","English","A5D00050563"
"OJTI for Line Maintenance for JHT Handler. (Skill Level 4)(TWI)","Z8F80941881","A.5","visvanag","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-06-15T00:45:15+05:30","2028-06-15T00:45:15+05:30","Production: Procedure","Production Document","Ker Derick (BE SIN TM P FT T), Huang Niam Cheong (BE SIN FM ESH), Leow Siok Hua (BE QM MP SIN QE)","Xie Bo (BE SIN TE TH)","English",""
"OJTI for Line Maintenance on Advantest M4841 Test Handler. (Skill Level 4)(TWI)","Z8F46860287","J.4","linyuefe","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-06-22T01:27:11+05:30","2028-06-22T01:27:11+05:30","Production: Procedure","Production Document","Yau Liv (BE SIN TM P FT O)","Xie Bo (BE SIN TE TH)","English","A5D00005699"
"OJTI for Final Test Tray Device Handling Procedure on Normal Test for Semi Auto Load & Go and Lights Out (Skill Level 2)(TWI)","Z8F46860666","K.3","seekuoki","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-06-18T08:23:37+05:30","2028-06-18T08:23:37+05:30","Production: Procedure","Production Document","Myint Tun Linn (BE SIN TE UP)","Ker Derick (BE SIN TM P FT T)","English","A5D00007330"
"OJTI on Preventive Maintenance for JHT (Skill Level 5)","Z8F80941883","A.3","visvanag","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-06-10T03:01:24+05:30","2028-06-10T03:01:24+05:30","Production: Procedure","Production Document","Huang Niam Cheong (BE SIN FM ESH), Xie Bo (BE SIN TE TH)","Xie Bo (BE SIN TE TH)","English",""
"Machinery FMEA for Final Test Pick and Place Handler Advantest M4841","Z8F46860283","L.13","waicheel","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE_FMEA_CP_ProcessFlow","2026-06-26T08:48:24+05:30","2027-06-26T08:48:24+05:30","Production: Specification","Production Document","Leow Siok Hua (BE QM MP SIN QE), Ng Yu Ning Eileen (BE QM MP SIN QMS)","Sugianto Yusman (BE TTI FT DMS)","English","A5D00005682"
"OJTI for Line Maintenance for Delta Matrix Pick and Place Test Handler. (Skill Level 4)(TWI)","Z8F46861646","AV.4","yapbiingshiu","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-06-30T02:15:20+05:30","2028-06-30T02:15:20+05:30","Production: Procedure","Production Document","Huang Niam Cheong (BE SIN FM ESH), Ker Derick (BE SIN TM P FT T)","Xie Bo (BE SIN TE TH)","English","A5D00050548"
"OJTI Preventive Maintenance for J750 Tester. (Skill Level 5)","Z8F46861695","G.5","tanwingh","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-06-25T03:26:55+05:30","2028-06-25T03:26:55+05:30","Production: Procedure","Production Document","Ker Derick (BE SIN TM P FT T), Huang Niam Cheong (BE SIN FM ESH)","Mohammad Pervez So Mohommad Haron (BE SIN TE BM)","English","A5D00050790"
"OJTI for Line Maintenance on OSAI NeoHandler304 Test Handler. (Skill Level 4)(TWI)","Z8F46860138","C.4","ernie","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-04-22T10:00:00+05:30","2028-04-22T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00004449"
"OJTI for Setup for V93K EXAScale Tester. (Skill Level 4)(TWI)","Z8F46861432","B.3","hortizue","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2025-09-29T08:03:53+05:30","2027-09-29T08:03:57+05:30","Production: Procedure","Production Document","Huang Niam Cheong (BE FM SIN ESH)","Sim Lee Wee (BE SIN OP P),Ngu Linus (BE SIN OP E T)","English","A5D00009597"
"OJTI for Major Maintenance for J750 Tester. (Skill Level 6)","Z8F46861652","E.3","tanwingh","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2025-09-30T08:17:06+05:30","2027-09-30T08:17:12+05:30","Production: Procedure","Production Document","Huang Niam Cheong (BE FM SIN ESH),Sim Lee Wee (BE SIN OP P)","Ngu Linus (BE SIN OP E T)","English","A5D00050593"
"OJTI AM for Flex Test Cell. (Skill Level 4)(TWI)","Z8F46861635","E.4","braza","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2022-09-14T10:00:00+05:30","2026-09-14T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050493"
"OJTI for Major Maintenance of V93K (CTH) Power Tester. (Skill Level 6)","Z8F46860550","B.4","qiangd","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2023-10-10T10:00:00+05:30","2027-10-10T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00006841"
"OJTI for Partial Test Lot Segregation Procedure. (Skill Level 2)(TWI)","Z8F46859957","F.5","yinjianq","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-09-27T10:00:00+05:30","2027-12-28T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00002880"
"OJTI for Major Maintenance of V93K Tester. (Skill Level 6)","Z8F46860060","C.5","zawthuhe","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2023-03-27T10:00:00+05:30","2027-03-27T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00003928"
"OJTI on Preventive Maintenance ESD Checking. (Skill Level 5)","Z8F46861691","D.4","mangm","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2023-02-13T11:00:00+05:30","2027-02-13T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050769"
"OJTI for Preventive Maintenance of V93K (CTH) Power Tester. (Skill Level 5)(TWI)","Z8F46860551","B.4","qiangd","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2023-10-10T10:00:00+05:30","2027-10-10T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00006842"
"OJTI Preventive Maintenance for Flex Testers. (Skill Level 5)(TWI)","Z8F46861696","G.4","hortizue","Product Engineering,Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2022-12-01T11:00:00+05:30","2026-12-01T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050797"
"OJTI for Final Test Tube Device on Partial Test Lot Reject Handling Procedure. (Skill Level 2)(TWI)","Z8F46860107","D.5","seekuoki","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-10-02T10:00:00+05:30","2027-12-12T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00004204"
"OJTI for Final Test Stagging Procedure. (Skill Level 2)(TWI)","Z8F46860089","D.5","seekuoki","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-10-02T10:00:00+05:30","2027-12-31T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00004120"
"OJTI Preventive Maintenance for Test Socket. (Skill Level 5)(TWI)","Z8F46860157","G.4","cahutay","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2025-05-15T10:00:00+05:30","2027-08-11T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00004574"
"OJTI for Final Test Tote Box Association and De-Association to Lot ID. (Skill Level 2)(TWI)","Z8F46861175","A.9","seekuoki","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-04-03T10:00:00+05:30","2028-04-03T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00009263"
"OJTI for Setup of Flex Testers.(Skill Level 4)(TWI)","Z8F46861716","V.5","hortizue","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2025-06-18T10:00:00+05:30","2028-07-06T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050927"
"OJTI for Preventive Maintenance of MMCi Tester. (Skill Level 5)(TWI)","Z8F46860180","C.4","braza","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-01-09T11:00:00+05:30","2028-01-09T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00004729"
"OJTI for Setup of UltraFLEX Tester. (Skill Level 4)(TWI)","Z8F46860921","E.5","hortizue","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2025-06-18T10:00:00+05:30","2028-03-26T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00008499"
"OJTI for Final Test Tube Device Call Lot Handling Procedure. (Skill Level 2)(TWI)","Z8F46860084","D.5","seekuoki","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-10-01T10:00:00+05:30","2028-02-01T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00004101"
"OJTI for Final Test Tray Device Normal Test Handling Procedure with MMR and Auto WIP. (Skill Level 2)(TWI)","Z8F46861107","B.5","yinjianq","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-09-27T10:00:00+05:30","2027-09-04T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00009006"
"OJTI for Basic Operation of MMCI Tester. (Skill Level 2)(TWI)","Z8F46859885","E.5","braza","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-05-28T10:00:00+05:30","2028-05-28T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00001718"
"OJTI for Test Work Station Instruction.(Skill Level 2)(TWI)","Z8F46861673","L.6","yinjianq","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-09-25T10:00:00+05:30","2028-06-12T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050664"
"OJTI for Final Test Tray Device Call Lot Handling Procedure. (Skill Level 2)(TWI)","Z8F46859962","F.5","seekuoki","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-04-24T10:00:00+05:30","2028-04-24T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00003008"
"OJTI on Line Maintenance for Rasco SO1800 Test Handler. (Skill Level 4)(TWI)","Z8F46861645","G.5","linyuefe","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2025-02-11T11:00:00+05:30","2028-05-27T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050547"
"OJTI for Basic Operation for Rasco Handler. (Skill Level 2)(TWI)","Z8F46861677","K.10","linyuefe","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2023-01-30T11:00:00+05:30","2027-01-30T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050675"
"OJTI for Line Maintenance Procedure for the Seiko Epson North Star 8040 Handler. (Skill Level 4)(TWI)","Z8F46861643","F.9","linyuefe","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-12-12T11:00:00+05:30","2027-08-10T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050538"
"OJTI for Line Maintenance for Rasco Handler. (Skill Level 4)(TWI)","Z8F46861644","G.10","linyuefe","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-07-02T10:00:00+05:30","2028-07-02T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050545"
"OJTI for Split Lot Handling Procedure At Logistic Work Area. (Skill Level 2)(TWI)","Z8F46860029","D.6","yinjianq","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-09-25T10:00:00+05:30","2028-04-09T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00003628"
"OJTI for Preventive Maintenance Procedure for Rasco Handler. (Skill Level 5)","Z8F46861693","P.6","linyuefe","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2023-03-31T10:00:00+05:30","2027-03-31T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050779"
"OJTI for Partial Test Lot Procedure. (Skill Level 2)(TWI)","Z8F46859959","E.5","seekuoki","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-10-01T10:00:00+05:30","2028-07-07T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00002887"
"OJTI for Preventive Maintenance Procedure for Rasco Test Handler SO1800. (Skill Level 5)","Z8F46860167","L.4","linyuefe","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2023-02-22T11:00:00+05:30","2027-02-22T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00004656"
"OJTI for Basic Operation of LTX Fusion CX Tester.(Skill Level 2)(TWI)","Z8F46861682","F.5","hortizue","Product Engineering, Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-05-28T10:00:00+05:30","2028-05-28T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050699"
"OJTI for Line Maintenance of MMCi Tester. (Skill Level 4)(TWI)","Z8F46861650","E.4","braza","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-01-10T11:00:00+05:30","2028-01-10T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050566"
"OJTI on Preventive Maintenance for Delta Matrix Pick & Place Test Handler. (Skill Level 5)","Z8F46859911","Y.4","hortizue","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2025-06-12T10:00:00+05:30","2028-07-01T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00001986"
"OJTI AM for V93K Tester. (Skill Level 4)(TWI)","Z8F46860058","C.4","zawthuhe","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-02-19T11:00:00+05:30","2028-02-19T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00003926"
"OJTI for Basic Operation for Rasco Test Handler SO1800T RT. (Skill Level 2)(TWI)","Z8F46861678","G.5","linyuefe","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2025-07-28T10:00:00+05:30","2027-10-30T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050676"
"OJTI for Major Maintenance for Rasco Handler. (Skill Level 6)","Z8F46861651","E.4","linyuefe","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-07-09T10:00:00+05:30","2028-07-09T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050586"
"OJTI for Basic Operation for Delta Castle Handler.(Skill Level 2)(TWI)","Z8F46861676","F.4","ernie","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2022-09-07T10:00:00+05:30","2026-09-07T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050674"
"OJTI for Basic Operation of UltraFLEX Testers. (Skill Level 2)(TWI)","Z8F46860922","B.5","balanquitall","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2024-09-30T10:00:00+05:30","2028-02-15T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00008500"
"OJTI on Line Maintenance for UltraFLEX Tester. (Skill Level 4)(TWI)","Z8F46860920","B.7","balanquitall","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2022-09-20T10:00:00+05:30","2026-09-20T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00008498"
"OJTI for Line Maintenance of V93K (CTH) Power Tester. (Skill Level 4)(TWI)","Z8F46860549","B.4","qiangd","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2023-10-10T10:00:00+05:30","2027-10-10T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00006840"
"OJTI AM for J750 Test Cell.(Skill Level 4)(TWI)","Z8F46861634","G.5","tanwingh","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-01-25T14:50:21+05:30","2028-01-25T14:50:21+05:30","Production: Procedure","Production Document","Huang Niam Cheong (BE FM SIN ESH), Ker Derick (BE SIN OP P FT T), Leow Siok Hua (BE QM MP SIN QE)","Ngu Linus (BE SIN OP E T)","English","A5D00050490"
"OJTI for J750 Tester Line Maintenance.(Skill Level 4)(TWI)","Z8F46861647","F.3","tanwingh","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-01-21T23:38:42+05:30","2028-01-21T23:38:42+05:30","Production: Procedure","Production Document","Huang Niam Cheong (BE FM SIN ESH), Leow Siok Hua (BE QM MP SIN QE), Ker Derick (BE SIN OP P FT T)","Ngu Linus (BE SIN OP E T)","English","A5D00050555"
"OJTI for Setup for V93K (STH) Digital Tester. (Skill Level 4)(TWI)","Z8F46860057","R.9","hortizue","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-02-05T13:52:01+05:30","2028-02-05T13:52:01+05:30","Production: Procedure","Production Document","Huang Niam Cheong (BE FM SIN ESH), Leow Siok Hua (BE QM MP SIN QE), Ker Derick (BE SIN OP P FT T)","Ngu Linus (BE SIN OP E T)","English","A5D00003925"
"OJTI for Final Test Tube Device Handling Procedure on Normal Test. (Skill Level 2)(TWI)","Z8F46859990","P.5","seekuoki","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-04-10T09:02:44+05:30","2028-04-10T09:02:44+05:30","Production: Procedure","Production Document","Myint Tun Linn (BE SIN OP APE UP)","Myint Tun Linn (BE SIN OP APE UP)","English","A5D00003331"
"OJTI on Operating Procedure for JHT 9832 PRO Handler. (Skill Level 2)(TWI)","Z8F80919165","A.8","visvanag","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-04-22T09:56:20+05:30","2028-04-22T09:56:20+05:30","Production: Procedure","Production Document","Huang Niam Cheong (BE SIN FM ESH), Ker Derick (BE SIN OP P FT T), Leow Siok Hua (BE QM MP SIN QE)","Xie Bo (BE SIN OP E TH)","English",""
"OJTI for WIP Deviation Handling for Lights Out Lot. (Skill Level 3)(TWI)","Z8F46861203","C.6","mohdsyafiq","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-05-19T08:22:39+05:30","2028-05-19T08:22:39+05:30","Production: Procedure","Production Document","Hew Pow Teck (BE QM MP SIN QE QT), Myint Tun Linn (BE SIN TE UP)","Ker Derick (BE SIN TM P FT T)","English","A5D00009334"
"OJTI on Operating Procedure for JHT Handler. (Skill Level 2)(TWI)","Z8F80940357","A.7","visvanag","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-06-10T03:01:08+05:30","2028-06-10T03:01:08+05:30","Production: Procedure","Production Document","Ker Derick (BE SIN TM P FT T), Leow Siok Hua (BE QM MP SIN QE), Huang Niam Cheong (BE SIN FM ESH)","Xie Bo (BE SIN TE TH)","English",""
"OJTI for Preventive Maintenance on Advantest M4841 Test Handler. (Skill Level 5)","Z8F46860288","R.3","linyuefe","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-06-15T00:53:29+05:30","2028-06-15T00:53:29+05:30","Production: Procedure","Production Document","Xie Bo (BE SIN TE TH)","Xie Bo (BE SIN TE TH)","English","A5D00005700"
"OJTI Preventive Maintenance for UltraFLEX Testers (Skill Level 5) (TWI)","Z8F46860898","B.3","balanquitall","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-05-29T02:26:48+05:30","2028-05-29T02:26:48+05:30","Production: Procedure","Production Document","Phua Elston (BE SIN TM P), Huang Niam Cheong (BE SIN FM ESH)","Mohammad Pervez So Mohommad Haron (BE SIN TE BM)","English","A5D00008445"
"OJTI for Work Area Control Process Flow (Skill Level 3)(TWI)","Z8F46861197","B.3","mohdsyafiq","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-06-17T02:33:05+05:30","2028-06-17T02:33:05+05:30","Production: Procedure","Production Document","Ng Yu Ning Eileen (BE QM MP SIN QMS)","Myint Tun Linn (BE SIN TE UP)","English","A5D00009328"
"OJTI on Operating Procedures for Advantest M4841 Pick & Place Test Handler. (Skill Level 2)(TWI)","Z8F46860453","J.4","linyuefe","Production","Testing","BE","Singapore, Kallang Way","cDtC_BE","2026-06-22T01:27:39+05:30","2028-06-22T01:27:39+05:30","Production: Procedure","Production Document","Yau Liv (BE SIN TM P FT O)","Xie Bo (BE SIN TE TH)","English","A5D00006500"
"On-The-Job Training Policy and Procedures.","Z8F46861586","T.3","teokw","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2024-09-13T10:00:00+05:30","2028-01-21T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050112"
"OJTI for Cold Station Monitoring System (CSMS). (Skill Level 2)(TWI)","Z8F46860327","C.2","sethuram","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2024-10-02T10:00:00+05:30","2028-02-18T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00005943"
"OJTI for MSP Equipment Safe Release (ESR). (Skill Level 3)(TWI)","Z8F46860659","H.3","seekuoki","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2024-10-04T10:00:00+05:30","2028-02-20T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00007273"
"OJTI for Line Maintenance for MiR Mobile Robot (MMR) (Skill Level 4)(TWI)","Z8F46861092","A.4","taibenwe","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2023-07-07T10:00:00+05:30","2027-07-07T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00008980"
"OJTI for Final Test Material Operator Lot handling procedure (Skill Level 2)(TWI)","Z8F46861174","B.5","seekuoki","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2025-06-24T10:00:00+05:30","2028-04-15T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00009261"
"OJTI for Tube and Tray Transfer Machine Device Handling Procedure. (Skill Level 3)(TWI)","Z8F46860837","E.3","seekuoki","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2025-01-08T11:00:00+05:30","2027-09-14T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00008171"
"OJTI on Operating Procedures for MiR Mobile Robot (MMR) (Skill Level 2)(TWI)","Z8F46861093","A.6","taibenwe","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2023-07-17T10:00:00+05:30","2027-07-17T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00008981"
"OJTI for Particle Cleaning Procedure For IBIS. (Skill Level 2)(TWI)","Z8F46861658","E.2","aznin","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2022-10-18T10:00:00+05:30","2026-10-18T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050609"
"Guideline for OJTI with TWI Methodology","Z8F80787545","A.4","kammoois","Demand to Cash","n/a","BE","Wuxi, Melaka, Singapore, Kallang Way, Batam, Indonesia","eQM_BE_QM_QMS_MT","2025-04-04T01:49:49+05:30","","Quality Management: Information","Quality Management Document","auto-reviewed","auto-approved","English",""
"OJTI Preventive Maintenance for Automated Material Handling System (AMHS) (Skill Level 5)(TWI)","Z8F46860988","A.3","taibenwe","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2023-02-28T11:00:00+05:30","2027-02-28T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00008737"
"OJTI for Breakdown and Corrective Order at oneSAP (Skill Level 4) (TWI)","Z8F46860553","E.2","teoheepe","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2024-09-20T10:00:00+05:30","2028-04-18T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00006852"
"OJTI for Mobile Device at Manufacturing. (Skill Level 3)(TWI)","Z8F46860353","D.5","sethuram","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2025-06-25T10:00:00+05:30","2027-09-19T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00006074"
"OJTI for Basic Operation of MGT(MB8I) Mirae Autoloader. (Skill Level 2) (TWI)","Z8F46860381","E.4","aznin","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2025-07-11T10:00:00+05:30","2028-07-27T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00006205"
"OJTI on Process Specification, Control Systems & Alarm Handling for Test Process.(Skill Level 3)(TWI)","Z8F46861711","Y.4","seekuoki","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2024-05-06T10:00:00+05:30","2028-05-06T10:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050894"
"OJTI for Opcenter Transactions at Final Test Operation. (Skill Level 2)(TWI)","Z8F46859880","M.5","mohdsyafiq","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2025-09-22T09:41:24+05:30","2027-09-22T09:41:25+05:30","Production: Procedure","Production Document","Leow Siok Hua (BE QM MP SIN QE),Myint Tun Linn (BE SIN OP APE UP)","Huang Niam Cheong (BE FM SIN ESH),Sim Lee Wee (BE SIN OP P)","English","A5D00001696"
"OJTI PM for Turnstile System. (Skill Level 5)","Z8F46861686","J.2","guochang","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2022-10-25T10:00:00+05:30","2026-10-25T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00050731"
"OJTI for Opcenter IBIS Equipment, IBIS Tools, BIB Family and Equipment Matrix Configuration. (Skill Level 4)(TWI)","Z8F46860077","D.2","fabros","Production","n/a","BE","Singapore, Kallang Way","cDtC_BE","2024-10-16T10:00:00+05:30","2028-03-09T11:00:00+05:30","Production: Procedure","Production Document","","","English","A5D00004046"
"Documentation at BE Infineon Technologies","Z8F80928251","B.4","akgupol","Documentation","n/a","BE QM","Melaka, Singapore, Kallang Way, Batam, Indonesia","cDtC_BE","2026-07-01T02:11:03+05:30","2028-07-01T02:11:03+05:30","Production: Procedure","Production Document","Hasibuan Danny Rudy (BE QM MP BAT QMS DCC), Ng Yu Ning Eileen (BE QM MP SIN QMS), Chong Pei May (BE QM MAL QMS AD)","Cheah Wai Leong (BE QM MAL QMS), Tan Choong Kwang Roger (BE QM MP SIN QMS), Linuwari Yuyun (BE QM MP BAT QMS)","English",""
